id_num,tender_id,tender_link,legal_entity,tender_title,purchase_stage,published_date,submission_deadline,purchase_class,initial_max_price,tektorg_link
603017,603017,http://zakupki.rosneft.ru/node/603017,АО «ВНИИ НП»,1с63-20-ИП-4 Поставка сушильного шкафа.,Запрос цен,19.11.2020 - 17:15,26.11.2020 - 13:00,прочие услуги,156 966.67 руб.,https://rn.tektorg.ru/
603103,603103,http://zakupki.rosneft.ru/node/603103,ООО «РН-Снабжение-Самара»,Техническое обслуживание кранов,Запрос цен,20.11.2020 - 08:14,04.12.2020 - 15:00,непроизводственные услуги,Не публикуемые,
603109,603109,http://zakupki.rosneft.ru/node/603109,"ООО ""СевКомНефтегаз""",Строительство объекта Площадка КОС,Запрос оферт,20.11.2020 - 08:16,07.12.2020 - 16:00,строительно-монтажные работы,0.00 руб.,Not specified
603111,603111,http://zakupki.rosneft.ru/node/603111,"АО ""РОСПАН ИНТЕРНЕШНЛ""",Оказание услуг по инженерно-техническому сопровождению подготовки оборудования к ремонту,Запрос цен,20.11.2020 - 08:19,04.12.2020 - 14:00,нефтепромысловые услуги,0.00 руб.,Not specified
603015,603015,http://zakupki.rosneft.ru/node/603015,"ООО ""РН-Краснодарнефтегаз""",Оказание услуг по диагностированию технического состояния нефтепромысловых трубопроводов (ЭПБ) на 2021г.,Запрос цен,19.11.2020 - 17:14,27.11.2020 - 16:00,прочие услуги,0.00 руб.,Not specified
603092,603092,http://zakupki.rosneft.ru/node/603092,"ЗАО ""Регионгаз-инвест""","Оказание услуг по проведению исследований (измерений)атмосферного воздуха, уровней физического воздействия на атмосферный воздух награнице санитарно-защитной зоны в рамках обоснования её границ и проведениепроизводственного контроля на границе СЗЗ для котельных АО""Регионгаз-инвест""",Запрос котировок,20.11.2020 - 07:40,30.11.2020 - 08:00,прочие услуги,2 000 000.00 руб.,Not specified
603019,603019,http://zakupki.rosneft.ru/node/603019,"ООО ""РН-Ставропольнефтегаз""","Оказание услуг по стирке и химчистке спецодежды для ООО ""РН-Ставропольнефтегаз""",Запрос цен,19.11.2020 - 17:18,02.12.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
603029,РНЦ.20.037,http://zakupki.rosneft.ru/node/603029,"ООО ""РН-ЦЭПиТР""",Приобретение канцелярских товаров и бумаги,Запрос цен,19.11.2020 - 17:37,26.11.2020 - 18:00,поставка материально-технических ресурсов,"1 873 183,40 руб. с НДС (1 560 986,16 руб. без НДС )",
603021,603021,http://zakupki.rosneft.ru/node/603021,"ООО ""РН-Краснодарнефтегаз""",Оказание услуг комплексом гибких насосно-компрессорных труб на скважинах,Запрос цен,19.11.2020 - 17:21,26.11.2020 - 17:30,прочие услуги,0.00 руб.,Not specified
603023,10-04-0625,http://zakupki.rosneft.ru/node/603023,"АО ""Куйбышевский НПЗ""",Материал прокладочный графитовый и набивка сальниковая безасбестовая,Запрос оферт,19.11.2020 - 17:27,03.12.2020 - 17:00,поставка материально-технических ресурсов,-,http://rn.tektorg.ru/
603027,603027,http://zakupki.rosneft.ru/node/603027,ООО «РН-ГРП»,Поставка химии для службы ГНКТ в 2021г.,Запрос цен,19.11.2020 - 17:36,03.12.2020 - 22:00,прочие услуги,0.00 руб.,Not specified
603025,603025,http://zakupki.rosneft.ru/node/603025,"ООО ""РН-Краснодарнефтегаз""",Добровольное страхование от несчастных случаев работников ООО «РН-Краснодарнефтегаз»,Запрос оферт,19.11.2020 - 17:33,26.11.2020 (All day),прочие услуги,635 721.00 руб.,Not specified
603038,103/ОЗЦ,http://zakupki.rosneft.ru/node/603038,"ООО ""ПХК ЦСКА""",Оказание услуг по технической защите информации на базе средств защиты CHECKPOINT и осуществлению первой линии технической поддержки,Запрос цен,19.11.2020 - 18:04,27.11.2020 - 12:00,прочие услуги,"1 004 570,57 руб., без учета НДС",Not specified
603030,603030,http://zakupki.rosneft.ru/node/603030,"ООО ""РН-Ставропольнефтегаз""","Оказание услуг по ингибиторной защите промысловых нефтепроводов ООО ""РН-Ставропольнефтегаз"" на период с 2021г. по 2024г.",Запрос цен,19.11.2020 - 17:41,01.12.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
602955,602955,http://zakupki.rosneft.ru/node/602955,"ООО ""РН-Волгоград""",Закупка элементов корпоративного стиля на АЗК,Запрос оферт,19.11.2020 - 15:35,04.12.2020 - 20:00,прочие услуги,1 070 000.00 руб. c YLC,
602965,2320,http://zakupki.rosneft.ru/node/602965,"ЧАО ""ЛИНИК""","Техническое обслуживание (сопровождение) оборудования системы охранно-тревожной сигнализации (инв. №17546), автоматической установки охранной сигнализации (инв. №18960) и сопровождению ПК ПЦН",Запрос оферт,19.11.2020 - 15:49,03.12.2020 - 16:00,непроизводственные услуги,-,Not specified
602957,602957,http://zakupki.rosneft.ru/node/602957,АО «Всероссийский банк развития регионов»,Запрос цен на оказание услуг страхования от онкологических заболеваний для нужд работников Банка «ВБРР» (АО),Запрос цен,19.11.2020 - 15:36,27.11.2020 - 18:00,прочие услуги,12 865 944.00 руб.,Not specified
602897,1с24-20-ФХД-515,http://zakupki.rosneft.ru/node/602897,ООО «РН-СтройКонтроль»,Оказание образовательных услуг по программе повышения квалификации «Геодезический контроль в строительстве» специалистов строительного контроля Филиала ООО «РН-СтройКонтроль» в г. Уфа,Запрос цен,19.11.2020 - 13:49,27.11.2020 - 18:00,непроизводственные услуги,не публикуется,Not specified
602959,602959,http://zakupki.rosneft.ru/node/602959,ООО «РН-Снабжение-Самара»,Устройства электротехнические,Запрос оферт,19.11.2020 - 15:41,03.12.2020 - 13:00,поставка материально-технических ресурсов,Не публикуемые,
602973,НВ-0692-2020,http://zakupki.rosneft.ru/node/602973,Филиал ПАО АНК «Башнефть» «Башнефть -Уфанефтехим»,"ОГЗ металлоконструкций филиала ПАО АНК ""Башнефть"" ""Башнефть-Новоил""",Запрос цен,19.11.2020 - 16:00,07.12.2020 - 10:00,прочие услуги,90 050 165.47 руб.,https://rn.tektorg.ru/
602900,2020-Буз-8,http://zakupki.rosneft.ru/node/602900,Филиал АО «РН-Транс» в г.Бузулуке,Услуги по очистке железнодорожных путей от снега с применением навесного(прицепного) оборудования на локомотив для нужд филиала АО «РН-Транс» в г. Бузулуке в 2021г.,Мелкая закупка,19.11.2020 - 14:02,27.11.2020 - 13:41,прочие услуги,не публикуется,Not specified
602966,602966,http://zakupki.rosneft.ru/node/602966,"ООО ""Новокуйбышевский завод катализаторов""",Соли для ОПП на 21г.,Запрос оферт,19.11.2020 - 15:52,26.11.2020 - 15:00,прочие услуги,0.00 руб.,Not specified
602903,602903,http://zakupki.rosneft.ru/node/602903,ООО «РН-Снабжение-Самара»,Новогодние подарки,Запрос оферт,19.11.2020 - 14:18,03.12.2020 - 16:00,поставка материально-технических ресурсов,Не публикуемые,
602975,602975,http://zakupki.rosneft.ru/node/602975,"ООО ""РН-Бурение""","Выполнение работ по утилизации отходов бурения для Усинского филиала ООО""РН-Бурение""",Запрос цен,19.11.2020 - 16:00,30.11.2020 - 23:59,прочие услуги,67 984 694.40 руб.,Not specified
602909,195905,http://zakupki.rosneft.ru/node/602909,"Филиал ООО ""РН-Сервис"" в г.Нефтеюганск",СИЗ прочие_РНСН_2021,Запрос цен,19.11.2020 - 14:37,03.12.2020 - 14:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
602969,602969,http://zakupki.rosneft.ru/node/602969,ПАО «Саратовнефтепродукт»,Оказание услуг по вывозу и утилизации жидких бытовых отходов с АЗК/АЗС и нефтебаз,Запрос цен,19.11.2020 - 15:56,01.12.2020 - 17:00,прочие услуги,4 041 642.00 руб.,
602977,602977,http://zakupki.rosneft.ru/node/602977,"ООО ""РН-Ставропольнефтегаз""",Оказание услуг по комплексному диагностированию промысловых трубопроводов наружными способами неразрушающего контроля с выдачейэкспертного заключения в 2021 году,Запрос цен,19.11.2020 - 16:15,01.12.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
602895,602895,http://zakupki.rosneft.ru/node/602895,ООО «РН-Снабжение-Нефтеюганск»,Поставка МТР по лоту 191852 Муфты,Запрос оферт,19.11.2020 - 13:48,03.12.2020 - 18:00,прочие услуги,0.00 руб.,Not specified
602898,602898,http://zakupki.rosneft.ru/node/602898,"АО ""Тюменнефтегаз""",Базовый класс,Запрос оферт,19.11.2020 - 13:58,30.11.2020 - 15:00,прочие услуги,0.00 руб.,Not specified
602829,602829,http://zakupki.rosneft.ru/node/602829,"ООО ""РН-Бурение""","Ремонт и поверка газоанализаторов ISС-Oldham для Восточно-Сибирского филиала ООО ""РН-Бурение""",Запрос цен,19.11.2020 - 11:30,26.11.2020 - 19:00,прочие услуги,909 839.10 руб.,Not specified
602907,602907,http://zakupki.rosneft.ru/node/602907,"ООО ""РН-Ставропольнефтегаз""",Продукты химические,Запрос цен,19.11.2020 - 14:37,30.11.2020 - 14:00,прочие услуги,2 568 675.64 руб.,Not specified
602905,2000381838,http://zakupki.rosneft.ru/node/602905,"АО ""Сызранский НПЗ""",Натр едкий технический,Запрос оферт,19.11.2020 - 14:21,04.12.2020 - 22:59,поставка материально-технических ресурсов,Не публикуется,https://www.tektorg.ru/rosneft/procedures/549820
602911,07/77-461,http://zakupki.rosneft.ru/node/602911,ООО «Удмуртнефть-Снабжение»,"07/77-461 Поставка реактивов 2021 (УН, СК)",Запрос оферт,19.11.2020 - 14:40,30.11.2020 - 22:59,поставка материально-технических ресурсов,1 839 113.29 руб.,Not specified
602901,602901,http://zakupki.rosneft.ru/node/602901,"АО ""Самаранефтегаз""",Оказание услуг по техническому диагностированию и экспертизе промышленной безопасности нефтепромыслового оборудования,Запрос оферт,19.11.2020 - 14:13,07.12.2020 - 22:30,прочие услуги,0.00 руб.,Not specified
602833,602833,http://zakupki.rosneft.ru/node/602833,"ООО ""РН-Новосибирскнефтепродукт""","Поставка сопутствующих товаров торговых марок Пепси, Марс, Смарт, Доширак, Мак Кофе",Запрос оферт,19.11.2020 - 11:38,03.12.2020 - 12:00,прочие услуги,4 461 221.08 руб.,Not specified
602831,602831,http://zakupki.rosneft.ru/node/602831,"ООО ""РН-Бурение""",Оказание услуг по сервисному обслуживанию бурового оборудования Е-2100 для Сахалинского филиала ООО «РН-Бурение»,Запрос цен,19.11.2020 - 11:33,26.11.2020 - 15:59,прочие услуги,10 662 652.61 руб.,Not specified
602839,602839,http://zakupki.rosneft.ru/node/602839,"АО ""Самаранефтегаз""",Разработка деклараций пожарной безопасности,Запрос оферт,19.11.2020 - 11:40,04.12.2020 - 22:30,прочие услуги,0.00 руб.,Not specified
602761,32009695302,http://zakupki.rosneft.ru/node/602761,"ООО ""ССК""Звезда""","Поставка взрывозащищенного электроштабелера, согласно Технического задания №670/20-ЗП (МСП)",Запрос предложений,19.11.2020 - 06:04,08.12.2020 - 05:59,прочие услуги,"3829708,73",https://zakupki.gov.ru
602845,1316-20-НИР(0000)-14,http://zakupki.rosneft.ru/node/602845,"ОАО ""ТомскНИПИнефть""","1316-20-НИР(0000)-14 ""Углепетрографические исследования""",Запрос цен,19.11.2020 - 11:53,26.11.2020 - 13:30,прочие услуги,2 747 429.87 руб.,Not specified
602843,602843,http://zakupki.rosneft.ru/node/602843,"ООО ""Нефтепромлизинг""",126/2021 Плавающий экскаватор,Запрос оферт,19.11.2020 - 11:48,18.01.2021 (All day),прочие услуги,0.00 руб.,Not specified
602847,2000199785,http://zakupki.rosneft.ru/node/602847,"АО ""РН-Москва""",Текущий ремонт дорожного покрытия на объектах АО «РН-Москва»,Запрос цен,19.11.2020 - 11:57,30.11.2020 - 12:00,прочие услуги,46 996 666.69 руб.,Not specified
602852,602852,http://zakupki.rosneft.ru/node/602852,"АО ""ИГиРГИ""",Оказание услуг физической охраны,Запрос цен,19.11.2020 - 12:17,01.12.2020 - 12:00,прочие услуги,2 963 122.56 руб.,Not specified
602768,602768,http://zakupki.rosneft.ru/node/602768,"ООО ""РН-Сахалинморнефтегаз""",Поставка блок-боксов энергетических с НКУ,Запрос оферт,19.11.2020 - 07:13,30.11.2020 - 23:59,прочие услуги,0.00 руб.,Not specified
602849,602849,http://zakupki.rosneft.ru/node/602849,"ООО ""РН-Бурение""","Оказание услуг по сервисному обслуживанию стационарных парогенераторных установок СПУ 1600/100–10 с циркуляционным контуром (РУБР-4) (ИДС) для Нефтеюганского филиала ООО ""РН-Бурение""",Запрос цен,19.11.2020 - 12:04,30.11.2020 - 21:00,прочие услуги,62 448 204.00 руб.,Not specified
602705,РН01106502,http://zakupki.rosneft.ru/node/602705,АО «НТ «Лавна»,Оказание услуг по мойке и чистке транспортных средств для нужд АО «НТ «Лавна»,Запрос цен,18.11.2020 - 17:51,26.11.2020 - 10:00,прочие услуги,НМЦ не публикуется,Not specified
602762,602762,http://zakupki.rosneft.ru/node/602762,"ООО ""РН-Сервис""","Оказание услуг по обеспечению движения автотранспорта средствами паромной переправы и через наплавные мосты на р. Вах Северо-Вахского месторождения  для нужд филиала ООО ""РН-Сервис"" в г. Стрежевой  на месторождениях ООО «Башнефть-Добыча» в 2021 году",Запрос оферт,19.11.2020 - 06:07,27.11.2020 - 14:00,прочие услуги,0.00 руб.,Not specified
602764,602764,http://zakupki.rosneft.ru/node/602764,"ОАО ""Ангарский завод полимеров""","лот №198292 ""Железнодорожные светофоры""",Запрос оферт,19.11.2020 - 06:08,01.12.2020 - 11:00,поставка материально-технических ресурсов,0.00 руб.,Not specified
602766,602766,http://zakupki.rosneft.ru/node/602766,"ООО ""РН-Бурение""","Поставка ПВО и выкидных линий для ХМФ ООО ""РН-Бурение""",Запрос цен,19.11.2020 - 06:43,26.11.2020 - 16:00,прочие услуги,0.00 руб.,Not specified
602712,2254,http://zakupki.rosneft.ru/node/602712,АО «РН-Транс» в г.Новокуйбышевск,"Дисковый массив для блочного доступа, малый",Мелкая закупка,18.11.2020 - 18:42,25.11.2020 - 17:00,поставка материально-технических ресурсов,Не публикуется,Not specified
602780,602780,http://zakupki.rosneft.ru/node/602780,"АО ""Самаранефтегаз""","Капитальный ремонт резервуаров АО ""Самаранефтегаз"" на 2021 год",Запрос оферт,19.11.2020 - 08:21,04.12.2020 - 22:30,прочие услуги,0.00 руб.,Not specified
602774,602774,http://zakupki.rosneft.ru/node/602774,"ООО ""Кынско-Часельское нефтегаз""",Оказание услуг по проведению оценки проектно-изыскательских работ по карьерамобщеполезных ископаемых (ОПИ),Запрос цен,19.11.2020 - 07:41,25.11.2020 - 17:00,прочие услуги,535 660.00 руб.,Not specified
602778,602778,http://zakupki.rosneft.ru/node/602778,"ООО ""РН-Пурнефтегаз""",Комплексное  обслуживание Полигонов по захоронению промышленных и твердых бытовых отходов Барсуковского и Тарасовского  месторождений,Запрос цен,19.11.2020 - 07:57,01.12.2020 - 10:00,прочие услуги,80 334 579.46 руб.,Not specified
602776,008Ф21 (РН01106375),http://zakupki.rosneft.ru/node/602776,"ООО ""РН-Уватнефтегаз""",008Ф21 - Линейно-подвесная арматура,Запрос оферт,19.11.2020 - 07:48,02.12.2020 - 17:00,поставка материально-технических ресурсов,не публикуется,https://www.tektorg.ru/rosneft/procedures/548611
602713,РНТ-2/1467-20,http://zakupki.rosneft.ru/node/602713,ООО «РН-Транспорт»,Техническое обслуживание и ремонт тракторов JCB в 2021 году,Запрос оферт,18.11.2020 - 18:42,27.11.2020 - 14:00,нефтепромысловые услуги,Не публикуется,https://rn.tektorg.ru/
602718,РНТ-5/0005-21,http://zakupki.rosneft.ru/node/602718,ООО «РН-Транспорт»,"Оказание услуг по проведению предрейсовых, послерейсовых, предвахтовых медицинских осмотров",Запрос оферт,18.11.2020 - 19:22,27.11.2020 - 14:00,непроизводственные услуги,Не публикуются,https://rn.tektorg.ru/
602706,602706,http://zakupki.rosneft.ru/node/602706,"ООО ""РН-Сервис""","Обслуживание электрооборудования предприятия на территории Самарской области  для Филиала ООО ""РН-Сервис"" в г. Самара на период с 01.01.2021 по 30.06.2021г",Запрос оферт,18.11.2020 - 17:59,26.11.2020 - 15:00,прочие услуги,0.00 руб.,Not specified
602708,602708,http://zakupki.rosneft.ru/node/602708,"ОАО ""РН ""Ингушнефть""","Оказание услуг по добровольному страхованию от несчастных случаев работников ОАО ""РН ""Ингушнефть""",Запрос цен,18.11.2020 - 18:06,30.11.2020 - 15:00,прочие услуги,1 259 646.00 руб.,Not specified
602710,602710,http://zakupki.rosneft.ru/node/602710,ПАО «НК «Роснефть» - Кубаньнефтепродукт»,Ремонт входной группы и помещений под лабораторию на Уманской НБ для нужд ПАО «НК «Роснефть»- Кубаньнефтепродукт»,Запрос цен,18.11.2020 - 18:08,27.11.2020 - 12:00,непроизводственные услуги,0.00 руб.,Not specified
602716,ТЮНГД-М-21-95,http://zakupki.rosneft.ru/node/602716,ООО «ТААС-ЮРЯХ НЕФТЕГАЗОДОБЫЧА»,Поставка СИЗ,Запрос оферт,18.11.2020 - 19:22,02.12.2020 - 12:00,поставка материально-технических ресурсов,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/549005?lang=ru
602719,602719,http://zakupki.rosneft.ru/node/602719,"ООО ""РН-Пурнефтегаз""","Оказание услуг по проведению промывок на скважинах тех. водой, холодной нефтью и раскачке дренажных емкостей",Запрос цен,18.11.2020 - 19:26,26.11.2020 - 13:00,прочие услуги,149 834 880.00 руб.,Not specified
602629,602629,http://zakupki.rosneft.ru/node/602629,"АО ""РН-Ростовнефтепродукт""","Техническое обслуживание, проведение ремонтно - восстановительных работ систем АПС и СОУЭ на обьектах АО ""РН-Ростовнефтепродукт""",Запрос оферт,18.11.2020 - 15:24,03.12.2020 (All day),прочие услуги,5 782 800.00 руб.,Not specified
602633,602633,http://zakupki.rosneft.ru/node/602633,"ООО ""РН-Бурение""","Оказание услуг по сервисному обслуживанию буровых насосов F-2200 (БУ-5000) (ИДС) для Губкинского филиала ООО ""РН-Бурение""",Запрос цен,18.11.2020 - 15:34,25.11.2020 - 23:59,прочие услуги,9 912 508.21 руб.,Not specified
602648,РНТ-2/1318-20/1,http://zakupki.rosneft.ru/node/602648,ООО «РН-Транспорт»,Оказание образовательных услуг,Запрос оферт,18.11.2020 - 15:52,27.11.2020 - 14:00,непроизводственные услуги,не публикуется,https://www.tektorg.ru/rosneft/procedures/548751
602635,602635,http://zakupki.rosneft.ru/node/602635,"ПАО ""Оренбургнефть""",№ 69 «Обеспечение цехов РИТС-1 легковым и грузопассажирским автотранспортом повышенной проходимости» для нужд АО «Оренбургнефть»,Запрос оферт,18.11.2020 - 15:36,26.11.2020 - 19:00,непроизводственные услуги,43 860 794.75 руб.,Not specified
602642,706-04/9051,http://zakupki.rosneft.ru/node/602642,"ОАО ""Новокуйбышевский НПЗ""",Штока для цехов,Запрос оферт,18.11.2020 - 15:51,02.12.2020 - 22:00,поставка материально-технических ресурсов,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/547938?lang=ru
602637,602637,http://zakupki.rosneft.ru/node/602637,"ООО ""РН-Снабжение""",Поставка батарей статических конденсаторов в 2022 году,Запрос оферт,18.11.2020 - 15:41,26.11.2020 - 21:59,поставка материально-технических ресурсов,0.00 руб.,
602644,675-04/9141,http://zakupki.rosneft.ru/node/602644,"ОАО ""Новокуйбышевский НПЗ""","Товары бытового применения, посуда",Запрос оферт,18.11.2020 - 15:52,02.12.2020 - 22:00,поставка материально-технических ресурсов,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/547944?lang=ru
602655,714-04/9173,http://zakupki.rosneft.ru/node/602655,"ОАО ""Новокуйбышевский НПЗ""",Халаты для лаборантов,Запрос оферт,18.11.2020 - 16:05,02.12.2020 - 22:00,поставка материально-технических ресурсов,2 004 282.90 руб. с НДС,Not specified
602657,602657,http://zakupki.rosneft.ru/node/602657,"ПАО ""НК ""Роснефть"" (ЦА)",Котельное оборудование с ШМР и ПНР_лот 185360,Запрос оферт,18.11.2020 - 16:07,09.12.2020 - 19:00,поставка материально-технических ресурсов,Не публикуемые,
602570,2000308110,http://zakupki.rosneft.ru/node/602570,"ООО ""РН-Юганскнефтегаз""","Оказание услуг Легковым автомобилем повышенной проходимости, (типа Нива-Шевроле или аналоги) УСТиС",Запрос оферт,18.11.2020 - 13:16,26.11.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
602584,УОС-0224-2020 (РН01105817),http://zakupki.rosneft.ru/node/602584,ПАО «Уфаоргсинтез»,Инженерная система,Запрос цен,18.11.2020 - 13:59,01.12.2020 - 13:00,поставка материально-технических ресурсов,Не публикуется,https://rn.tektorg.ru/#com/procedure/view/procedure/468992
602574,20-1001-НПУ-СамНГ-19,http://zakupki.rosneft.ru/node/602574,"АО ""Самотлорнефтегаз""",Выполнение работ по модернизации повышающих трансформаторов ТМПН(Г),Запрос цен,18.11.2020 - 13:38,02.12.2020 - 21:59,нефтепромысловые услуги,62 473 819.63 руб.,Not specified
602516,Лот№ОРС 21-32,http://zakupki.rosneft.ru/node/602516,"ООО ""ПНГ-ОРС""",Свежемороженая рыба в ассортименте,Запрос цен,18.11.2020 - 12:12,01.12.2020 - 12:08,поставка материально-технических ресурсов,не публикуется,Not specified
602572,602572 (1753-20_ПР_ГиР_НИР-30),http://zakupki.rosneft.ru/node/602572,"ООО ""ТННЦ""","Выполнение работ на тему: «Дополнение к технологическому проекту разработки Самотлорского нефтегазоконденсатного месторождения в пределах Южно-Мыхпайского ЛУ, ХМАО-Югра Тюменской области»",Запрос цен,18.11.2020 - 13:19,26.11.2020 - 15:30,прочие услуги,8 784 692.44 руб.,http://rn.tektorg.ru
602576,2000308051,http://zakupki.rosneft.ru/node/602576,"ООО ""РН-Юганскнефтегаз""","Оказание услуг автомобилем со сварочным оборудованием типа Газ, КАМАЗ, УРАЛ для Пыть-Яхского региона",Запрос оферт,18.11.2020 - 13:49,26.11.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
602578,602578,http://zakupki.rosneft.ru/node/602578,"ООО ""Кынско-Часельское нефтегаз""",Поставка диэтиленгликоль,Запрос цен,18.11.2020 - 13:51,25.11.2020 - 17:00,прочие услуги,0.00 руб.,Not specified
602580,602580,http://zakupki.rosneft.ru/node/602580,"ПАО ""Оренбургнефть""",услуги по организации и проведению годовой подписки периодических изданий на 2021 год,Запрос оферт,18.11.2020 - 13:57,02.12.2020 - 21:00,непроизводственные услуги,1 192 343.26 руб.,Not specified
602517,Лот№ОРС 21-33,http://zakupki.rosneft.ru/node/602517,"ООО ""ПНГ-ОРС""",Масложировая продукция в ассортименте,Запрос цен,18.11.2020 - 12:16,01.12.2020 - 12:13,поставка материально-технических ресурсов,не публикуется,Not specified
602518,Лот№ОРС 21-34,http://zakupki.rosneft.ru/node/602518,"ООО ""ПНГ-ОРС""",Сухофрукты и специи в ассортименте,Запрос цен,18.11.2020 - 12:21,01.12.2020 - 12:18,поставка материально-технических ресурсов,не публикуется,Not specified
602581,2000308114,http://zakupki.rosneft.ru/node/602581,"ООО ""РН-Юганскнефтегаз""","Оказание услуг Легковым автомобилем повышенной проходимости, (типа Нива-Шевроле) Пойковский регион",Запрос оферт,18.11.2020 - 13:57,26.11.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
602451,602451,http://zakupki.rosneft.ru/node/602451,"АО ""РОСПАН ИНТЕРНЕШНЛ""","Выполнение строительно-монтажныхработ по объектам: «Реконструкция УКПГ НУ на Ново-Уренгоском лицензионномучастке. Устройство опорной сети ГТМ»; «Сепараторы С-1 и С-2, СППК,Теплообменники Т-4 и Т-3, ДегазаторД-1, АСН на УКПГ НУ. Реконструкция. Сети ГТМ»",Запрос оферт,18.11.2020 - 09:51,02.12.2020 - 14:00,прочие услуги,10 051 964.24 руб.,Not specified
602527,Лот№ОРС 21-36,http://zakupki.rosneft.ru/node/602527,"ООО ""ПНГ-ОРС""",Мука в ассортименте,Запрос цен,18.11.2020 - 12:34,01.12.2020 - 12:22,поставка материально-технических ресурсов,не публикуется,Not specified
602455,4000099227,http://zakupki.rosneft.ru/node/602455,"АО ""РН-Тверь""","Закупка Sim-карт операторов связи для реализации в сети АЗК АО ""РН-Тверь""",Запрос оферт,18.11.2020 - 09:58,01.12.2020 - 18:00,прочие услуги,1 800 000.00 руб.,Not specified
602461,20-НПУ-801.9-СамНГ-1,http://zakupki.rosneft.ru/node/602461,"АО ""Самотлорнефтегаз""",Выполнение работ по комплектации колонн НКТ,Запрос цен,18.11.2020 - 10:05,02.12.2020 - 21:59,нефтепромысловые услуги,7 527 343.55 руб.,Not specified
602454,5170260,http://zakupki.rosneft.ru/node/602454,"ООО ""ССК""Звезда""","Поставка домкратов, согласно технического задания № 668/20-ЗП",Запрос предложений,18.11.2020 - 09:52,02.12.2020 - 10:00,поставка материально-технических ресурсов,10223026,https://www.fabrikant.ru/
602465,СНГ-111-ЗО-20,http://zakupki.rosneft.ru/node/602465,"АО ""Сибнефтегаз""","Оказание услуг по технической инвентаризации и паспортизации, изготовлению технических планов, паспортов, юридическому сопровождению государственной регистрации объектов капитального строительства (разведочные и эксплуатационные скважины)",Запрос оферт,18.11.2020 - 10:11,26.11.2020 - 14:00,прочие услуги,Не публикуется,Not specified
602467,1316-20-ПИР(1744)-11,http://zakupki.rosneft.ru/node/602467,"ОАО ""ТомскНИПИнефть""","1316-20-ПИР(1744)-11 - Выполнение комплексныхинженерных изысканий по объектам «Оптимизация сетей связи Восточно-Уренгойскогои Ново-Уренгойского лицензионных участков», «Реконструкция объектовэнергоснабжения Ново-Уренгойского лицензионного участка» и  «Реконструкцияобъектов энергоснабжения Восточно-Уренгойского лицензионного участка»",Запрос цен,18.11.2020 - 10:15,25.11.2020 - 13:30,проектно-изыскательские работы,50 639 496.91 руб.,Not specified
602585,602585,http://zakupki.rosneft.ru/node/602585,ООО «РН-Снабжение-Нефтеюганск»,Поставка МТР по лоту №195998 - Здания модульные и блок-боксы,Запрос оферт,18.11.2020 - 14:08,02.12.2020 - 20:00,прочие услуги,0.00 руб.,Not specified
602469,602469,http://zakupki.rosneft.ru/node/602469,"ООО ""РН-Снабжение""",Поставка пожарной арматуры в 2021 г.,Запрос оферт,18.11.2020 - 10:17,02.12.2020 - 19:59,поставка материально-технических ресурсов,Не публикуемые,
602471,602471,http://zakupki.rosneft.ru/node/602471,"ООО ""Пурнефтепеработка""",оказание транспортных услуг,Запрос цен,18.11.2020 - 10:17,30.01.2021 - 22:00,прочие услуги,4 685 150.98 руб.,Not specified
602473,2000361817,http://zakupki.rosneft.ru/node/602473,"ООО ""РН-Морской терминал Находка""",Поставка ИТ комплектующих и расходных материалов_2021,Запрос котировок,18.11.2020 - 10:18,04.12.2020 - 16:59,поставка материально-технических ресурсов,1 260 799.08 руб.,Not specified
602513,602513,http://zakupki.rosneft.ru/node/602513,"ЗАО ""Карелиянефтепродукт""",поставка автотоваров российского и импортного производства.,Запрос оферт,18.11.2020 - 12:11,02.12.2020 - 10:00,прочие услуги,не указывается,Not specified
602399,674-04/9136,http://zakupki.rosneft.ru/node/602399,"ОАО ""Новокуйбышевский НПЗ""","Пломбы, пломбираторы",Запрос оферт,18.11.2020 - 07:30,02.12.2020 - 22:00,поставка материально-технических ресурсов,591 074.63 руб. с НДС,https://www.tektorg.ru/rosneft/procedures/547877?lang=ru
602519,602519,http://zakupki.rosneft.ru/node/602519,ПАО «НК «Роснефть» - Кубаньнефтепродукт»,"Оказание услуг по услуг по экспертизе промышленной безопасности и техническому диагностированию резервуаров, насосного оборудования, технологических трубопроводов, железнодорожных путей необщего пользования, зданий, сооружений и автоцистерн на объектах ПАО «НК «Роснефть»-Кубаньнефтепродукт».",Запрос цен,18.11.2020 - 12:24,27.11.2020 - 12:00,непроизводственные услуги,0.00 руб.,Not specified
