id_num,tender_id,tender_link,legal_entity,tender_title,purchase_stage,published_date,submission_deadline,purchase_class,initial_max_price,tektorg_link
604220,2000308094,http://zakupki.rosneft.ru/node/604220,"ООО ""РН-Юганскнефтегаз""","Оказание услуг Гусеничным экскаватором, объём ковша 0,7-1,0 м3 (типа Volvo-EC-140B ,HYUNDAI R160LC-7)",Запрос оферт,25.11.2020 - 07:56,03.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604228,708-04/9133,http://zakupki.rosneft.ru/node/604228,"ОАО ""Новокуйбышевский НПЗ""",Технические газы,Запрос оферт,25.11.2020 - 08:53,09.12.2020 - 22:00,поставка материально-технических ресурсов,1 835 402.84 руб. с НДС,https://www.tektorg.ru/rosneft/procedures/554691?lang=ru
604219,32009718423,http://zakupki.rosneft.ru/node/604219,"ООО ""ССК""Звезда""","Поставка мебели, согласно технического задания № 697/20-ЗП(МСП)",Запрос предложений,25.11.2020 - 07:33,11.12.2020 - 10:00,поставка материально-технических ресурсов,14357341,https://msp.roseltorg.ru/
604222,1621-20-ФХД-104,http://zakupki.rosneft.ru/node/604222,"ООО ""РН-КрасноярскНИПИнефть""",Оказание услуг связи (Доступ к сети интернет),Запрос цен,25.11.2020 - 07:59,02.12.2020 - 14:00,прочие услуги,424 080.00 руб.,Not specified
604232,604232 (1753-20_ФХД-122-1),http://zakupki.rosneft.ru/node/604232,"ООО ""ТННЦ""",Предоставление услуг местной и внутризоновой связи,Запрос цен,25.11.2020 - 09:04,03.12.2020 - 15:30,прочие услуги,1 326 974.38 руб.,
604224,617-04/9088,http://zakupki.rosneft.ru/node/604224,"ОАО ""Новокуйбышевский НПЗ""",Оцинкованная сталь ( прогнозная потребность),Запрос оферт,25.11.2020 - 08:36,09.12.2020 - 22:00,консультационные и аудиторские услуги,30 583 008.00 руб. с НДС,https://www.tektorg.ru/rosneft/procedures/554652?lang=ru
604226,2000383942,http://zakupki.rosneft.ru/node/604226,"АО ""Сызранский НПЗ""",Провод установочный,Запрос цен,25.11.2020 - 08:47,03.12.2020 - 22:59,поставка материально-технических ресурсов,Не публикуется,https://www.tektorg.ru/rosneft/procedures/554672
604177,604177,http://zakupki.rosneft.ru/node/604177,ООО ИК «СИБИНТЕК»,"Поставка расходомеров вихревых для ПАО АНК ""Башнефть"" в 2021 году",Запрос цен,24.11.2020 - 20:08,03.12.2020 - 18:00,поставка материально-технических ресурсов,Не публикуется,Not specified
604175,2000369460,http://zakupki.rosneft.ru/node/604175,"ООО ""РН-Юганскнефтегаз""",Оказание автотранспортных услуг по разрядке скважин автомашинами на автомобильномшасси 6*6 без привязки по региону,Запрос оферт,24.11.2020 - 20:07,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604191,2000243617,http://zakupki.rosneft.ru/node/604191,"АО ""Воронежнефтепродукт""","Поставка ароматизаторов производителя ООО «БАЛЕВ» для реализации на АЗК АО ""Воронежнефтепродукт""",Запрос оферт,24.11.2020 - 21:36,03.12.2020 - 11:00,прочие услуги,957 451.20 руб.,https://www.tektorg.ru/rosneft/procedures/554473?lang=ru
604189,604189,http://zakupki.rosneft.ru/node/604189,"ООО ""СевКомНефтегаз""",Оказание услуг по отбору керна,Запрос оферт,24.11.2020 - 21:12,03.12.2020 - 16:00,сервисные работы,5 589 353.08 руб.,Not specified
604193,2000347680,http://zakupki.rosneft.ru/node/604193,"АО ""Воронежнефтепродукт""",Ремонт оргтехники и экспресс-обмен картриджей,Запрос цен,24.11.2020 - 21:36,02.12.2020 - 11:00,прочие услуги,1 699 116.20 руб.,https://www.tektorg.ru/rosneft/procedures/554474?lang=ru
604185,604185,http://zakupki.rosneft.ru/node/604185,"ООО ""РН-Сервис""","Аренда истирающе-режущего инструмента для филиала  ООО ""РН-Сервис"" в г. Уфа  на 2021.",Запрос оферт,24.11.2020 - 20:49,02.12.2020 - 08:00,прочие услуги,Не публикуется,Not specified
604181,2000369499,http://zakupki.rosneft.ru/node/604181,"ООО ""РН-Юганскнефтегаз""","Оказание услуг топливозаправщиками емкостьюне менее 7 м³, для заправки УД/БРХ, на автомобильном шасси 6*6 для Приразломного и Приобского региона",Запрос оферт,24.11.2020 - 20:39,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604195,2000367026,http://zakupki.rosneft.ru/node/604195,"АО ""Воронежнефтепродукт""",Поставка воды питьевой бутилированной,Запрос оферт,24.11.2020 - 21:54,03.12.2020 - 11:00,поставка материально-технических ресурсов,1 010 434.80 руб.,https://www.tektorg.ru/rosneft/procedures/554475?lang=ru
604199,304-1/20-ЗЦ,http://zakupki.rosneft.ru/node/604199,"АО ""Центр судоремонта Дальзавод""","Поставка бумаги, № 304-1/20-ЗЦ",Запрос цен,25.11.2020 - 02:49,03.12.2020 - 03:00,поставка материально-технических ресурсов,"	сумма цен единиц товара – 9 062,57 руб. в т.ч. НДС; начальная (предельная) цена договора – 1 500 0",https://www.fabrikant.ru
604211,1.12-2020РН,http://zakupki.rosneft.ru/node/604211,"ООО ""Славнефть-Красноярскнефтегаз""","Оказание услуг по предоставлению, технологическому сопровождению сборки, спуска и активации нецементируемой подвески хвостовика",Запрос цен,25.11.2020 - 06:41,10.12.2020 - 12:00,нефтепромысловые услуги,0.00 руб.,
604209,604209,http://zakupki.rosneft.ru/node/604209,"ООО ""Красноленинский НПЗ""",Оказание услуг по проведению межлабораторных сравнительных испытаний,Запрос цен,25.11.2020 - 06:40,04.12.2020 - 21:59,прочие услуги,0.00 руб.,Not specified
604214,820011,http://zakupki.rosneft.ru/node/604214,"ООО ""Томскнефть-Сервис""",Проведение испытаний пожарных лестниц,Запрос цен,25.11.2020 - 07:02,02.12.2020 - 18:00,непроизводственные услуги,не публикуется,
604205,КР/29-2021,http://zakupki.rosneft.ru/node/604205,АО «Ачинский нефтеперерабатывающий завод ВНК»,"Капитальный ремонт электрооборудования объектов АО ""АНПЗ ВНК""",Запрос оферт,25.11.2020 - 06:23,11.12.2020 - 17:30,непроизводственные услуги,0.00 руб.,Not specified
604207,38-2021,http://zakupki.rosneft.ru/node/604207,АО «Ачинский нефтеперерабатывающий завод ВНК»,"Ремонт кабельных лотков, подлежащих восстановлению на объектах АО ""АНПЗ ВНК""",Запрос оферт,25.11.2020 - 06:35,11.12.2020 - 17:30,непроизводственные услуги,0.00 руб.,Not specified
604213,32009718348,http://zakupki.rosneft.ru/node/604213,"ООО ""ССК""Звезда""","Поставка геодезических приборов, согласно технического задания №682/20-ЗП(МСП)",Запрос предложений,25.11.2020 - 06:43,11.12.2020 - 10:00,поставка материально-технических ресурсов,"13 038 756,00 (с НДС)",
604216,СНГ-118-ЗО-20,http://zakupki.rosneft.ru/node/604216,"АО ""Сибнефтегаз""","Поставка Устройства сужающего УСБ-100-16,0 для нужд АО ""Сибнефтегаз""",Запрос оферт,25.11.2020 - 07:19,10.12.2020 - 15:00,прочие услуги,Не публикуется,Not specified
604203,604203,http://zakupki.rosneft.ru/node/604203,"ООО ""Красноленинский НПЗ""",Пломбирующие устройства,Запрос цен,25.11.2020 - 06:22,07.12.2020 - 16:00,прочие услуги,0.00 руб.,Not specified
604215,5171015,http://zakupki.rosneft.ru/node/604215,"ООО ""ССК""Звезда""","Выполнение работ по изготовлению и поставке полиграфической продукции, согласно Технического задания № 702/20-ЗП",Запрос предложений,25.11.2020 - 07:17,10.12.2020 - 10:00,поставка материально-технических ресурсов,"548649,6",https://www.fabrikant.ru
604155,604155,http://zakupki.rosneft.ru/node/604155,ООО ИК «СИБИНТЕК»,Техническая поддержка программного обеспечения вендора VMware (Тройник),Запрос цен,24.11.2020 - 18:54,01.12.2020 - 18:00,прочие услуги,Не публикуется,Not specified
604159,2000308082,http://zakupki.rosneft.ru/node/604159,"ООО ""РН-Юганскнефтегаз""","Оказание услуг Бульдозером гусеничным (типа Б-10,Т-170) для Пыть-Яхского региона",Запрос оферт,24.11.2020 - 19:07,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604157,2000308080,http://zakupki.rosneft.ru/node/604157,"ООО ""РН-Юганскнефтегаз""",Оказание услуг болотоходом со сварочным оборудованием (типа ТТМ-3902),Запрос оферт,24.11.2020 - 18:55,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604113,2000308093,http://zakupki.rosneft.ru/node/604113,"ООО ""РН-Юганскнефтегаз""",Оказание услуг Гусеничным экскаватором на  болотном ходу типа DOOSAN-R-EX4,Запрос оферт,24.11.2020 - 16:46,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604119,604119,http://zakupki.rosneft.ru/node/604119,"ООО ""РН-Сервис""",ВОДА ПИТЬЕВАЯ_РНСК_2021,Запрос оферт,24.11.2020 - 16:50,04.12.2020 (All day),прочие услуги,982 000.00 руб.,Not specified
604109,ТЮНГД-М-21-75,http://zakupki.rosneft.ru/node/604109,ООО «ТААС-ЮРЯХ НЕФТЕГАЗОДОБЫЧА»,Поставка лабораторных химреактивов и материалов,Запрос оферт,24.11.2020 - 16:38,08.12.2020 - 12:00,поставка материально-технических ресурсов,Не публикуется,
604107,604107,http://zakupki.rosneft.ru/node/604107,"ООО ""РН-Пурнефтегаз""",Оказание услуг профессиональной аварийно-спасательной службой (формированием) по безопасному проведению газоопасных работ,Запрос цен,24.11.2020 - 16:35,04.12.2020 - 10:00,нефтепромысловые услуги,16 672 265.38 руб.,Not specified
604123,2000308058,http://zakupki.rosneft.ru/node/604123,"ООО ""РН-Юганскнефтегаз""","Оказание услуг агрегатом насосным типа УНБ, АНЦ, ЦА на автомобильном шасси 6*6",Запрос оферт,24.11.2020 - 17:18,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604127,2000364235,http://zakupki.rosneft.ru/node/604127,"ООО ""РН-Юганскнефтегаз""",Оказание услуг экскаватором - погрузчиком JCB 3CX или аналоги без привязки к региону,Запрос оферт,24.11.2020 - 17:49,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604137,604137,http://zakupki.rosneft.ru/node/604137,"ООО ""РН-Сервис""",УМК_РНСК_2021 ИД,Запрос оферт,24.11.2020 - 18:06,04.12.2020 - 14:00,прочие услуги,545 400.00 руб.,Not specified
604133,604133,http://zakupki.rosneft.ru/node/604133,АО «Всероссийский банк развития регионов»,"Запрос цен на оказание услуг комплексного обслуживания автоматических устройств для осуществления расчетов (банкоматы, расположенные на территории Операционных офисов ЦФО и Филиалов Банка «ВБРР» (АО))",Запрос цен,24.11.2020 - 17:57,02.12.2020 - 18:00,прочие услуги,29 999 140.00 руб.,Not specified
604131,2000308128,http://zakupki.rosneft.ru/node/604131,"ООО ""РН-Юганскнефтегаз""","Оказание услуг Цистернами ёмкостью не менее 15м3- 18м3, на автомобильном шасси 6*6, типа ППЦ Урал-4402",Запрос оферт,24.11.2020 - 17:56,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604129,604129,http://zakupki.rosneft.ru/node/604129,ООО «РН-Черноземье»,"Заключение ДС на поставку продукции производителя ООО ""КДВ ГРУПП"" для АО ""Белгороднефтепродукт""",Запрос оферт,24.11.2020 - 17:55,02.12.2020 - 18:00,прочие услуги,2 401 895.00 руб.,Not specified
604125,2000308140,http://zakupki.rosneft.ru/node/604125,"ООО ""РН-Юганскнефтегаз""",Оказание услуг болотоходами на пневмоходу (типа Медведь-001-СБХ-2017 ПС),Запрос оферт,24.11.2020 - 17:28,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604135,2000308027,http://zakupki.rosneft.ru/node/604135,"ООО ""РН-Юганскнефтегаз""","Оказаниеуслуг Автобусами на автомобильном шасси 4х4, 6х6 (типа УРАЛ, КАМАЗ)вместимостью 20-30 мест, автобусами 20-30 мест (типа ПАЗ, КАВЗ)",Запрос оферт,24.11.2020 - 17:57,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604161,2000308088,http://zakupki.rosneft.ru/node/604161,"ООО ""РН-Юганскнефтегаз""",Оказание услуг Грузопассажирским автомобилем повышенной проходимости (типа УАЗ 23632 ПИКАП или аналоги) для Майского месторождения Пыть-Яхского региона,Запрос оферт,24.11.2020 - 19:28,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604104,РН01108191,http://zakupki.rosneft.ru/node/604104,Филиала ООО «РН-Транспорт» в г. Славянск-на-Кубани,Услуги связи. Услуги предоставления мобильной связи для БСМТС для нужд филиала ООО «РН-Транспорт» г. Славянск-на-Кубани в 2021 г.,Запрос оферт,24.11.2020 - 16:22,02.12.2020 - 14:00,ИТ-проекты и услуги связи,Не публикуемая,https://rn.tektorg.ru/#com/procedure/view/procedure/472131
604141,105/ОЗЦ,http://zakupki.rosneft.ru/node/604141,"ООО ""ПХК ЦСКА""",Поставка кожных антисептиков,Запрос цен,24.11.2020 - 18:19,02.12.2020 - 12:00,поставка материально-технических ресурсов,"344 665,48 руб. без учета НДС",Not specified
604143,2000381427,http://zakupki.rosneft.ru/node/604143,"ООО ""РН-Юганскнефтегаз""",Оказание услуг Грузопассажирским автомобилем повышенной проходимости (типа УАЗ 23632 ПИКАП или аналоги) для Мамонтовского месторождения Пыть-Яхского региона,Запрос оферт,24.11.2020 - 18:26,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604139,604139,http://zakupki.rosneft.ru/node/604139,"ООО ""РН-Пурнефтегаз""",Текущий и капитальный ремонт скважин,Запрос цен,24.11.2020 - 18:17,02.12.2020 - 10:00,нефтепромысловые услуги,130 239 025.23 руб.,Not specified
604145,604145,http://zakupki.rosneft.ru/node/604145,"ООО ""РН-Бурение""","Услуги грузового транспорта по перевозке вагон-домов на месторождениях (ВМП) для Нефтеюганского филиала ООО ""РН-Бурение""",Запрос цен,24.11.2020 - 18:33,03.12.2020 - 21:00,прочие услуги,46 179 877.38 руб.,Not specified
604147,2000308059,http://zakupki.rosneft.ru/node/604147,"ООО ""РН-Юганскнефтегаз""",Оказание услуг по откачке ВНЭ,Запрос оферт,24.11.2020 - 18:36,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604149,2000308086,http://zakupki.rosneft.ru/node/604149,"ООО ""РН-Юганскнефтегаз""","Оказание услугавтомобилями гидроманипуляторами г/п не менее 5 тн. на шасси 6*6 типа УРАЛ, КАМАЗ)и бортовыми автомобилями со сдвоенной кабиной на шасси на шасси 4х4, 6х6 (типаУРАЛ, КАМАЗ) без привязки к региону",Запрос оферт,24.11.2020 - 18:38,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604151,ТЮНГД-У-21-82,http://zakupki.rosneft.ru/node/604151,ООО «ТААС-ЮРЯХ НЕФТЕГАЗОДОБЫЧА»,Оказание услуг по геолого-технологическим исследованиям при строительстве разведочной скважины 118-Р,Запрос оферт,24.11.2020 - 18:49,08.12.2020 - 12:00,нефтепромысловые услуги,3 536 228.40 руб.,https://www.tektorg.ru/rosneft/procedures/554490?lang=ru
604089,604089,http://zakupki.rosneft.ru/node/604089,ООО «Усинский коммунальный сервис»,Оказание транспортных услуг с экипажем для доставки пищи на объекты обсерватора,Запрос предложений,24.11.2020 - 15:30,07.12.2020 - 12:00,прочие услуги,1 750 980.92 руб.,https://rn.tektorg.ru/
604100,604100,http://zakupki.rosneft.ru/node/604100,ООО «РН-Снабжение-Самара»,Система СКУД,Запрос оферт,24.11.2020 - 16:02,08.12.2020 - 15:00,прочие услуги,Не публикуемая,
604098,604098,http://zakupki.rosneft.ru/node/604098,"ООО ""РН-Бузулукское газоперерабатывающее предприятие""",Выполнение работ по техническому обслуживанию винтовых компрессорных агрегатов MYKOM Р320 VSD и мультипликаторов Lufkin NM1004C 2021-2023гг,Запрос оферт,24.11.2020 - 16:02,27.11.2020 - 18:00,прочие услуги,83 736 127.27 руб.,Not specified
604102,2000308096,http://zakupki.rosneft.ru/node/604102,"ООО ""РН-Юганскнефтегаз""","Оказание услуг кислотными агрегатами на шасси 6*6 (типа УРАЛ,КАМАЗ)",Запрос оферт,24.11.2020 - 16:17,02.12.2020 - 16:00,транспортные услуги,0.00 руб.,Not specified
604065,604065,http://zakupki.rosneft.ru/node/604065,"ООО ""РН-Сервис""",Пакер_РНСК_2021 ИД,Запрос оферт,24.11.2020 - 14:37,04.12.2020 - 15:00,прочие услуги,973 800.00 руб.,Not specified
604091,604091,http://zakupki.rosneft.ru/node/604091,"ОАО ""НК ""Роснефть""-Смоленскнефтепродукт""","Поставка артезианскойпитьевой воды первой категории (без газа) в бутылях по 18,9 литров

для нужд ПАО «НК«Роснефть»-Смоленскнефтепродукт»",Запрос цен,24.11.2020 - 15:32,02.12.2020 - 11:00,прочие услуги,952 859.76 руб.,Not specified
604063,РН01108639,http://zakupki.rosneft.ru/node/604063,ПАО «Саратовский НПЗ»,Поставка молока в 2021 г.,Запрос оферт,24.11.2020 - 14:36,08.12.2020 - 22:59,поставка материально-технических ресурсов,не публикуется,Not specified
604067,604067,http://zakupki.rosneft.ru/node/604067,"АО ""РН-Транс""",Оказание услуг по чистке и уборке помещений для нужд ТОП АО «РН-Транс» в г. Комсомольске-на-Амуре в период с момента подписания на 12 месяцев,Запрос оферт,24.11.2020 - 14:46,08.12.2020 - 22:00,прочие услуги,0.00 руб.,Not specified
604059,604059,http://zakupki.rosneft.ru/node/604059,"ООО ""РН-Сервис""",Смазка_РНСС_2021,Запрос цен,24.11.2020 - 14:29,01.12.2020 - 10:00,прочие услуги,1 647 995.88 руб.,Not specified
604071,РН01108145,http://zakupki.rosneft.ru/node/604071,Филиала ООО «РН-Транспорт» в г. Славянск-на-Кубани,Услуги связи. Предоставление доступа пользователей к сети Интернет филиала ООО «РН-Транспорт» г. Славянск-на-Кубани в 2021 г.,Запрос оферт,24.11.2020 - 14:55,02.12.2020 - 14:00,ИТ-проекты и услуги связи,Не публикуемая,https://rn.tektorg.ru/#com/procedure/view/procedure/472067
604069,648-04/9115,http://zakupki.rosneft.ru/node/604069,"ОАО ""Новокуйбышевский НПЗ""",Лабораторное оборудование для ГК,Запрос оферт,24.11.2020 - 14:55,08.12.2020 - 22:00,поставка материально-технических ресурсов,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/554032?lang=ru
604072,ТЮНГД-У-21-107,http://zakupki.rosneft.ru/node/604072,ООО «ТААС-ЮРЯХ НЕФТЕГАЗОДОБЫЧА»,Поставка лицензий (продление) на систему анализа защищенности на базе продукта MaxPatrol 8,Запрос цен,24.11.2020 - 14:58,08.12.2020 - 12:00,непроизводственные услуги,Не публикуется,
604074,70-1120-ЗЦ,http://zakupki.rosneft.ru/node/604074,"ООО ""РН-Абхазия""","Поставка канцелярских товаров, для нужд ООО «РН-Абхазия»",Запрос цен,24.11.2020 - 14:59,04.12.2020 - 14:49,поставка материально-технических ресурсов,Не публикуется,Not specified
604078,604078,http://zakupki.rosneft.ru/node/604078,"ООО ""Пурнефтепеработка""",Аварийно-спасательное формирование по предупреждению и ликвидации розливов нефти и нефтепродуктов,Запрос оферт,24.11.2020 - 15:10,10.12.2020 - 14:00,прочие услуги,6 107 037.12 руб.,Not specified
604075,07/25-2639/3,http://zakupki.rosneft.ru/node/604075,ООО «Удмуртнефть-Снабжение»,07/25-2639/3 Поставка оргтехники 2020 (доп3) (3),Запрос оферт,24.11.2020 - 14:59,27.11.2020 - 22:59,поставка материально-технических ресурсов,216 819.35 руб.,Not specified
604077,604077,http://zakupki.rosneft.ru/node/604077,"ООО ""РН-Сервис""",Пояса крепления кабеля_РНСС_2021,Запрос цен,24.11.2020 - 15:10,01.12.2020 - 09:00,прочие услуги,3 088 800.00 руб.,Not specified
604056,УОС-0233-2020 (РН01108616),http://zakupki.rosneft.ru/node/604056,ПАО «Уфаоргсинтез»,Техническое обслуживание систем кондиционирования и вентиляции в 2021 – 2022 гг. на объектах ПАО «Уфаоргсинтез»,Запрос цен,24.11.2020 - 14:26,02.12.2020 - 13:00,прочие услуги,Не публикуется,https://rn.tektorg.ru/?utm_referrer=#com/procedure/view/procedure/472540
604057,715-04/9178,http://zakupki.rosneft.ru/node/604057,"ОАО ""Новокуйбышевский НПЗ""",Государственные стандартные образцы (ГСО),Запрос оферт,24.11.2020 - 14:28,08.12.2020 - 22:00,поставка материально-технических ресурсов,12 369 449.59 руб. с НДС,https://www.tektorg.ru/rosneft/procedures/553963?lang=ru
604085,2000386848,http://zakupki.rosneft.ru/node/604085,"АО ""Сызранский НПЗ""","Мат МП-100-2000.1000.80 из минеральной ваты прошивной, теплоизоляционный (на стеклоткани)",Запрос цен,24.11.2020 - 15:16,02.12.2020 - 22:59,поставка материально-технических ресурсов,Не публикуется,https://www.tektorg.ru/rosneft/procedures/554080
604083,604083,http://zakupki.rosneft.ru/node/604083,"АО ""Новокуйбышевская Нефтехимическая Компания""",Поставка электродвигателей,Запрос оферт,24.11.2020 - 15:15,07.12.2020 - 22:59,поставка материально-технических ресурсов,не публикуется,
604087,604087,http://zakupki.rosneft.ru/node/604087,"ООО ""РН-Бурение""","Поставка Расходных материалов для оргтехники для НФ ООО ""РН-Бурение"".",Запрос цен,24.11.2020 - 15:21,01.12.2020 (All day),прочие услуги,0.00 руб.,Not specified
604043,5775,http://zakupki.rosneft.ru/node/604043,"АО ""РН-Транс""",Транспортно-экспедиционные услуги по перевозке битума,Мелкая закупка,24.11.2020 - 13:43,02.12.2020 - 16:00,прочие услуги,0,Not specified
604036,604036,http://zakupki.rosneft.ru/node/604036,АО «РН-Ярославль»,"Закупка продукции ООО «Мон*дэлис Русь» для реализациина АЗК/АЗС АО ""РН-Ярославль""",Запрос оферт,24.11.2020 - 13:34,08.12.2020 - 23:59,прочие услуги,2 218 005.68 руб.,Not specified
604030,604030,http://zakupki.rosneft.ru/node/604030,"ООО ""РН-МОРСКОЙ ТЕРМИНАЛ АРХАНГЕЛЬСК""",Поставка питьевой воды,Запрос цен,24.11.2020 - 13:30,01.12.2020 - 17:00,прочие услуги,574 824.00 руб.,Not specified
604034,2000375406,http://zakupki.rosneft.ru/node/604034,"АО ""Сызранский НПЗ""",Пломбы,Запрос цен,24.11.2020 - 13:32,09.12.2020 - 22:59,поставка материально-технических ресурсов,Не публикуется,https://www.tektorg.ru/rosneft/procedures/553829
604048,БНЛ-0081-2020,http://zakupki.rosneft.ru/node/604048,"ООО ""Башнефть-Логистика""",Оказание услуг по подписке и доставке периодических печатных изданий на 2021 год,Запрос цен,24.11.2020 - 13:47,09.12.2020 - 10:00,непроизводственные услуги,не объявляются,
604049,01327-20,http://zakupki.rosneft.ru/node/604049,ООО «РН-Смазочные материалы»,Оказание услуг по организации и проведению маркетинговых мероприятий по продвижению автомобильных масел «Роснефть» в Розничных Торговых Точках для нужд ООО «РН-Смазочные материалы» в 2021 году.,Запрос оферт,24.11.2020 - 13:55,13.12.2020 - 23:59,прочие услуги,0.00 руб.,Not specified
604041,604041 (РН01108618),http://zakupki.rosneft.ru/node/604041,"ПАО ""ВНГ""",Выполнение работ по мониторингу деформационных процессов земной поверхности на Северо-Варьеганском геодинамическом полигоне при разработке Северо-Варьеганского месторождения.,Запрос оферт,24.11.2020 - 13:39,08.12.2020 - 15:00,прочие услуги,6 291 301.87 руб.,Not specified
604054,29-28/1,http://zakupki.rosneft.ru/node/604054,"ОАО ""Новокуйбышевский НПЗ""","Оказание услуг по добровольному страхованию от несчастных случаев работников АО ""НК НПЗ""",Запрос оферт,24.11.2020 - 14:05,08.12.2020 - 16:00,прочие услуги,0.00 руб.,https://www.tektorg.ru/rosneft/procedures/553927
604053,10,http://zakupki.rosneft.ru/node/604053,Филиал АО «РН-Транс» в г.Бузулуке,Закупка новогодних подарков,Запрос оферт,24.11.2020 - 13:57,02.12.2020 - 13:53,поставка материально-технических ресурсов,-,
604051,721-04/9184,http://zakupki.rosneft.ru/node/604051,"ОАО ""Новокуйбышевский НПЗ""",Инструмент на 2021г.,Запрос оферт,24.11.2020 - 13:56,08.12.2020 - 22:00,поставка материально-технических ресурсов,17 613 954.94 руб. с НДС,https://www.tektorg.ru/rosneft/procedures/553890?lang=ru
604039,604039 (РН01108633),http://zakupki.rosneft.ru/node/604039,"ПАО ""ВНГ""","Выполнение работ по мониторингу деформационных процессов земной поверхности на геодинамическом полигоне лицензионных участков АО «ННП» при разработке Хохряковского, Кошильского, Пермяковского,Колик-Еганского и Малосикторского месторождения.",Запрос оферт,24.11.2020 - 13:34,08.12.2020 - 15:00,прочие услуги,11 600 897.71 руб.,Not specified
604005,604005,http://zakupki.rosneft.ru/node/604005,АО «Рязаньнефтепродукт»,Закупка лицензий Microsoft в 2020 г.,Запрос оферт,24.11.2020 - 12:36,01.12.2020 - 18:00,прочие услуги,7 843 892.00 руб.,Not specified
604009,УОС-0232-2020 (РН01108513),http://zakupki.rosneft.ru/node/604009,ПАО «Уфаоргсинтез»,Грузоподъемные механизмы,Запрос цен,24.11.2020 - 12:47,15.12.2020 - 15:00,поставка материально-технических ресурсов,Не публикуется,https://rn.tektorg.ru/#com/procedure/view/procedure/472512
604010,117449,http://zakupki.rosneft.ru/node/604010,Филиал АО «РН-Транс» в г.Бузулуке,Оказание услуг связи по предоставлению доступа к сети Интернет для филиала АО РН-Транс в г.Бузулуке,Запрос цен,24.11.2020 - 12:49,02.12.2020 - 12:00,ИТ-проекты и услуги связи,-,Not specified
604012,604012,http://zakupki.rosneft.ru/node/604012,ООО ИК «СИБИНТЕК»,Оказание услуг по техническому обслуживанию и подготовке к поверке поточных плотномеров,Запрос цен,24.11.2020 - 12:58,01.12.2020 - 18:00,прочие услуги,Не публикуется,Not specified
604018,1316-20-ПИР(1293)-52,http://zakupki.rosneft.ru/node/604018,"ОАО ""ТомскНИПИнефть""","1316-20-ПИР(1293)-52 Проведение негосударственной экспертизы проектной документации по объектам АО ""Томскнефть"" ВНК",Запрос цен,24.11.2020 - 13:01,01.12.2020 - 13:30,проектно-изыскательские работы,6 585 511.68 руб.,Not specified
604007,719-04/9180,http://zakupki.rosneft.ru/node/604007,"ОАО ""Новокуйбышевский НПЗ""",Запасные части для ремонта автомобильной и специальной техники на 2021г.,Запрос оферт,24.11.2020 - 12:44,08.12.2020 - 22:00,поставка материально-технических ресурсов,17 108 937.65 руб. с НДС,https://www.tektorg.ru/rosneft/procedures/553669?lang=ru
604014,604014,http://zakupki.rosneft.ru/node/604014,ООО ИК «СИБИНТЕК»,Оказание услуг по комплексному обслуживанию при осуществлении заказчиком деловых поездок и командировок.,Запрос цен,24.11.2020 - 12:59,01.12.2020 - 18:00,прочие услуги,Не публикуется,Not specified
604028,БНР-0267-2020,http://zakupki.rosneft.ru/node/604028,ООО  «Башнефть-Розница»,Ремонт ж/д путей на нефтебазе Челябинская,Запрос цен,24.11.2020 - 13:30,09.12.2020 - 10:00,прочие услуги,1 215 097.28 руб.,https://rn.tektorg.ru/
604026,604026 (РН01108629),http://zakupki.rosneft.ru/node/604026,"ПАО ""ВНГ""",Выполнение работ по бурению скважин (по станко-суткам) (лот №  ВНГБУР20.103.МБУ.9),Запрос оферт,24.11.2020 - 13:25,08.12.2020 - 17:00,прочие услуги,141 214 280.20 руб.,Not specified
604024,180,http://zakupki.rosneft.ru/node/604024,"АО ""Ульяновскнефтепродукт""",Поставка жидкости стеклоомывающей зимней низкозамерзающей для реализации всети АЗК/АЗС АО «Ульяновскнефтепродукт»,Запрос оферт,24.11.2020 - 13:23,04.12.2020 - 12:00,непроизводственные услуги,5 128 422.00 руб.,Not specified
604022,179,http://zakupki.rosneft.ru/node/604022,"АО ""Ульяновскнефтепродукт""",Услуги по откачке и транспортированию хозяйственно- бытовых сточных вод от объектов АО «Ульяновскнефтепродукт»,Запрос оферт,24.11.2020 - 13:20,03.12.2020 - 12:00,сервисные работы,627 763.00 руб.,Not specified
